0.001112513,0.0002788898,-0.002098113
0.001112513,0.0002788898,-0.002098113
0.001112513,0.0002788898,-0.002098113
0.001112513,0.0002788898,-0.002098113
0.001112513,0.0002788898,-0.002098113
0.001112513,0.0002788898,-0.002098113
0.001112513,0.0002788898,-0.002098113
0.001112513,0.0002788898,-0.002098113
0.001112513,0.0002788898,-0.002098113
0.001112513,0.0002788898,-0.002098112
0.001112513,0.0002788899,-0.002098112
0.001112513,0.00027889,-0.002098113
0.001112513,0.0002788898,-0.002098113
0.001112514,0.0002788898,-0.002098113
0.001112513,0.0002788897,-0.002098112
0.001112513,0.00027889,-0.002098113
0.001112513,0.0002788899,-0.002098113
0.001112513,0.0002788897,-0.002098112
0.001112513,0.0002788899,-0.002098113
0.001112513,0.0002788898,-0.002098113
0.001112513,0.0002788898,-0.002098113
0.001112513,0.0002788899,-0.002098113
0.001112513,0.0002788899,-0.002098113
0.001112513,0.0002788899,-0.002098112
0.001112513,0.0002788898,-0.002098113
0.001112513,0.0002788898,-0.002098113
0.001112513,0.0002788898,-0.002098113
0.001112513,0.0002788899,-0.002098113
0.001112513,0.0002788899,-0.002098113
0.001112513,0.0002788898,-0.002098113
0.001112513,0.0002788898,-0.002098113
