0.1261844,-0.1694629,0.1396113
0.1261844,-0.1694629,0.1396113
0.1261844,-0.1694629,0.1396113
0.1261842,-0.169463,0.1396113
0.1261842,-0.169463,0.1396113
0.1261846,-0.1694627,0.1396113
0.1261848,-0.1694626,0.1396113
0.1261849,-0.1694625,0.1396113
0.1261849,-0.1694625,0.1396113
0.126185,-0.1694625,0.1396112
0.126185,-0.1694624,0.1396112
0.1261851,-0.1694624,0.1396112
0.1261851,-0.1694624,0.1396112
0.1261852,-0.1694623,0.1396112
0.1261853,-0.1694623,0.1396112
0.1261853,-0.1694622,0.1396112
0.1261854,-0.1694621,0.1396112
0.1261854,-0.1694621,0.1396112
0.1261855,-0.1694621,0.1396112
0.1261856,-0.169462,0.1396112
0.1261856,-0.169462,0.1396112
0.1261857,-0.1694619,0.1396112
0.1261857,-0.1694619,0.1396112
0.1261858,-0.1694619,0.1396112
0.1261858,-0.1694619,0.1396112
0.126186,-0.1694618,0.1396112
0.126186,-0.1694617,0.1396112
0.126186,-0.1694617,0.1396112
0.1261861,-0.1694617,0.1396112
0.1261861,-0.1694617,0.1396112
0.1261862,-0.1694616,0.1396112
