-0.3114519,-0.6937707,0.1750035
-0.3114519,-0.6937707,0.1750035
-0.3114519,-0.6937707,0.1750035
-0.3114519,-0.6937707,0.1750035
-0.3114519,-0.6937707,0.1750035
-0.3114519,-0.6937707,0.1750035
-0.3114519,-0.6937707,0.1750035
-0.3114519,-0.6937707,0.1750035
-0.3114519,-0.6937707,0.1750035
-0.3114519,-0.6937707,0.1750035
-0.3114519,-0.6937707,0.1750035
-0.3114519,-0.6937707,0.1750035
-0.3114519,-0.6937707,0.1750035
-0.3114519,-0.6937707,0.1750035
-0.3114519,-0.6937707,0.1750035
-0.3114519,-0.6937707,0.1750035
-0.3114519,-0.6937707,0.1750035
-0.3114519,-0.6937707,0.1750035
-0.3114519,-0.6937707,0.1750035
-0.3114519,-0.6937707,0.1750035
-0.3114519,-0.6937707,0.1750035
-0.3114519,-0.6937707,0.1750035
-0.3114519,-0.6937707,0.1750035
-0.3114519,-0.6937707,0.1750035
-0.3114519,-0.6937707,0.1750035
-0.3114519,-0.6937707,0.1750035
-0.3114519,-0.6937707,0.1750035
-0.3114519,-0.6937707,0.1750035
-0.3114519,-0.6937707,0.1750035
-0.3114519,-0.6937707,0.1750035
-0.3114519,-0.6937707,0.1750035
